"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","folder","sequence_type","valuable_image_index","reward_type","correct_choice","distance_from_x","target_X","chosen_image_index","is_x_plus_dist"
"true","false","[]","[]","[]","preload","0","3774","0.0-0.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","","","","","","","","","","","","",""
"","","","","","instructions","1","5994","0.0-1.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":2219}]","2220","","","","","","","","","","","",""
"","","","","","instructions","2","25563","0.0-2.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":19569}]","19569","","","","","","","","","","","",""
"true","","","","","fullscreen","3","28175","0.0-3.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","1608","","","","","","","","","","","",""
"","","","","","instructions","4","31476","0.0-4.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":3301}]","3301","","","","","","","","","","","",""
"","","","","","instructions","5","38734","0.0-5.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":7258}]","7258","","","","","","","","","","","",""
"","","","","","html-button-response","6","42042","0.0-6.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","3306","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/housework_semantic/housework_semantic_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","housework_semantic","","","","","","","",""
"","","","","","html-keyboard-response","7","50044","0.0-7.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/housework_semantic/housework_semantic_4.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","housework_semantic","semantic_sequence","4","neutral","","","","",""
"","","","","","html-keyboard-response","8","55047","0.0-8.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","57970","0.0-9.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","2922","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","self_care_activities_semantic","","","","","","","",""
"","","","","","html-keyboard-response","10","65978","0.0-10.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_4.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","self_care_activities_semantic","semantic_sequence","4","neutral","","","","",""
"","","","","","html-keyboard-response","11","70981","0.0-11.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","12","76456","0.0-12.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","5474","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/package_causal/package_causal_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","package_causal","","","","","","","",""
"","","","","","html-keyboard-response","13","84465","0.0-13.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/package_causal/package_causal_6.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","package_causal","causal_sequence","6","neutral","","","","",""
"","","","","","html-keyboard-response","14","89478","0.0-14.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","15","118695","0.0-15.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","29216","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","visiting_cities_semantic","","","","","","","",""
"","","","","","html-keyboard-response","16","126700","0.0-16.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_6.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","visiting_cities_semantic","semantic_sequence","6","valuable","","","","",""
"","","","","","html-keyboard-response","17","131707","0.0-17.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","18","133626","0.0-18.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","1918","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_5.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","maintaining_a_car_semantic","","","","","","","",""
"","","","","","html-keyboard-response","19","141632","0.0-19.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_5.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","maintaining_a_car_semantic","semantic_sequence","5","valuable","","","","",""
"","","","","","html-keyboard-response","20","146647","0.0-20.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","21","148563","0.0-21.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","1915","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_5.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","kitchen_operations_semantic","","","","","","","",""
"","","","","","html-keyboard-response","22","156578","0.0-22.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_5.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","kitchen_operations_semantic","semantic_sequence","5","valuable","","","","",""
"","","","","","html-keyboard-response","23","161581","0.0-23.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","24","165124","0.0-24.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","3543","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","the_performance_causal","","","","","","","",""
"","","","","","html-keyboard-response","25","173131","0.0-25.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_6.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","the_performance_causal","causal_sequence","6","valuable","","","","",""
"","","","","","html-keyboard-response","26","178146","0.0-26.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","27","185884","0.0-27.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","7738","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/coin_causal/coin_causal_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","coin_causal","","","","","","","",""
"","","","","","html-keyboard-response","28","193900","0.0-28.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/coin_causal/coin_causal_6.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","coin_causal","causal_sequence","6","neutral","","","","",""
"","","","","","html-keyboard-response","29","198915","0.0-29.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","30","232914","0.0-30.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","33998","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_7.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","saving_a_cat_causal","","","","","","","",""
"","","","","","html-keyboard-response","31","240930","0.0-31.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_7.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","saving_a_cat_causal","causal_sequence","7","valuable","","","","",""
"","","","","","html-keyboard-response","32","245934","0.0-32.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","33","246837","0.0-33.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","903","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","physical_activity_semantic","","","","","","","",""
"","","","","","html-keyboard-response","34","254846","0.0-34.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_4.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","physical_activity_semantic","semantic_sequence","4","neutral","","","","",""
"","","","","","html-keyboard-response","35","259856","0.0-35.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","36","261311","0.0-36.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","1455","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/museum_causal/museum_causal_7.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","museum_causal","","","","","","","",""
"","","","","","html-keyboard-response","37","269315","0.0-37.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/museum_causal/museum_causal_7.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","museum_causal","causal_sequence","7","valuable","","","","",""
"","","","","","html-keyboard-response","38","274331","0.0-38.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","39","278753","0.0-39.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","4421","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/dog_causal/dog_causal_7.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","dog_causal","","","","","","","",""
"","","","","","html-keyboard-response","40","286761","0.0-40.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/dog_causal/dog_causal_7.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","dog_causal","causal_sequence","7","neutral","","","","",""
"","","","","","html-keyboard-response","41","291763","0.0-41.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","instructions","42","296716","0.0-42.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":4953}]","4953","","","","","","","","","","","",""
"","","","","","html-keyboard-response","43","299725","0.0-43.0-0.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_4.png"" class=""small-image"">
                                <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_5.png"" class=""small-image"">
                            </div>","null","","","","","","","","","",""
"","","","","","html-button-response","44","300768","0.0-43.0-1.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","1043","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_4.png"" class=""small-image"">
                                <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_5.png"" class=""small-image"">
                            </div>","1","part3_valuable_vs_neutral_direct","","","","","true","","","",""
"","","","","","html-keyboard-response","45","303778","0.0-44.0-0.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_6.png"" class=""small-image"">
                                <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_8.png"" class=""small-image"">
                            </div>","null","","","","","","","","","",""
"","","","","","html-button-response","46","305014","0.0-44.0-1.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","1236","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_6.png"" class=""small-image"">
                                <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_8.png"" class=""small-image"">
                            </div>","1","part3_choice_neighbors","saving_a_cat_causal","causal_sequence","","","","1","7","8","1"
"","","","","","html-keyboard-response","47","308018","0.0-45.0-0.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_2.png"" class=""small-image"">
                                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_8.png"" class=""small-image"">
                            </div>","null","","","","","","","","","",""
"","","","","","html-button-response","48","308730","0.0-45.0-1.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","711","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_2.png"" class=""small-image"">
                                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_8.png"" class=""small-image"">
                            </div>","0","part3_choice_neighbors","kitchen_operations_semantic","semantic_sequence","","","","3","5","2","0"
"","","","","","html-keyboard-response","49","311744","0.0-46.0-0.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/causal_sequence/dog_causal/dog_causal_ten.png"" class=""small-image"">
                                <img src=""images/causal_sequence/dog_causal/dog_causal_4.png"" class=""small-image"">
                            </div>","null","","","","","","","","","",""
"","","","","","html-button-response","50","312362","0.0-46.0-1.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","618","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/causal_sequence/dog_causal/dog_causal_ten.png"" class=""small-image"">
                                <img src=""images/causal_sequence/dog_causal/dog_causal_4.png"" class=""small-image"">
                            </div>","0","part3_choice_neighbors","dog_causal","causal_sequence","","","","3","7","10","1"
"","","","","","html-keyboard-response","51","315376","0.0-47.0-0.0","496F718E80C14EFD8CE3771642758175","019dad1b-5701-7895-ac49-a635f47ec3b4","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_1.png"" class=""small-image"">
                                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_7.png"" class=""small-image"">
                            </div>","null","","","","","","","","","",""
